date,warehouse,item,sales,marketing_expense,economic_indicator,competitor_pricing
1/1/2018,1,2,33,3039,105,92
1/2/2018,1,2,43,3340,105,96
1/3/2018,1,2,23,3103,101,91
1/4/2018,1,2,18,3016,102,95
1/5/2018,1,2,34,3066,110,95
1/6/2018,1,2,38,3253,106,94
1/7/2018,1,2,27,3087,103,97
1/8/2018,1,2,28,3476,101,98
1/9/2018,1,2,34,3263,106,99
1/10/2018,1,2,27,2890,108,94
1/11/2018,1,2,28,2725,105,97
1/12/2018,1,2,39,2693,109,93
1/13/2018,1,2,28,2523,108,91
1/14/2018,1,2,30,2528,110,94
1/15/2018,1,2,27,3082,103,92
1/16/2018,1,2,19,3483,101,92
1/17/2018,1,2,29,2872,102,98
1/18/2018,1,2,29,2659,106,94
1/19/2018,1,2,44,3191,103,98
1/20/2018,1,2,34,3452,110,96
1/21/2018,1,2,15,3032,101,97
1/22/2018,1,2,29,3470,110,92
1/23/2018,1,2,21,2735,110,92
1/24/2018,1,2,33,2633,102,96
1/25/2018,1,2,29,3106,108,94
1/26/2018,1,2,33,3128,101,98
1/27/2018,1,2,32,3072,110,95
1/28/2018,1,2,16,3372,108,98
1/29/2018,1,2,35,3033,108,93
1/30/2018,1,2,29,2741,109,95
1/31/2018,1,2,27,2635,105,92
2/1/2018,1,2,30,3464,104,91
2/2/2018,1,2,26,2706,109,96
2/3/2018,1,2,39,3094,103,93
2/4/2018,1,2,30,3037,106,98
2/5/2018,1,2,34,2642,103,93
2/6/2018,1,2,22,2531,107,95
2/7/2018,1,2,42,3388,103,99
2/8/2018,1,2,27,2762,105,97
2/9/2018,1,2,28,3048,106,96
2/10/2018,1,2,34,3040,107,92
2/11/2018,1,2,25,2597,109,99
2/12/2018,1,2,39,3012,107,96
2/13/2018,1,2,17,2854,106,98
2/14/2018,1,2,35,3122,106,93
2/15/2018,1,2,34,3307,109,98
2/16/2018,1,2,39,2887,106,99
2/17/2018,1,2,46,3020,109,91
2/18/2018,1,2,31,2602,104,97
2/19/2018,1,2,30,3485,108,99
2/20/2018,1,2,24,3176,103,99
2/21/2018,1,2,31,3248,107,93
2/22/2018,1,2,40,3018,102,93
2/23/2018,1,2,37,3325,102,91
2/24/2018,1,2,33,2532,107,93
2/25/2018,1,2,13,2758,108,98
2/26/2018,1,2,33,3220,104,91
2/27/2018,1,2,19,3287,102,92
2/28/2018,1,2,35,2710,108,98
3/1/2018,1,2,42,2964,105,94
3/2/2018,1,2,49,2802,105,93
3/3/2018,1,2,49,2938,105,95
3/4/2018,1,2,33,2792,105,97
3/5/2018,1,2,42,2720,101,96
3/6/2018,1,2,43,2821,108,93
3/7/2018,1,2,48,3420,101,98
3/8/2018,1,2,43,2752,107,99
3/9/2018,1,2,43,2903,105,93
3/10/2018,1,2,43,3351,101,94
3/11/2018,1,2,34,3084,103,92
3/12/2018,1,2,30,2780,103,99
3/13/2018,1,2,36,3411,105,93
3/14/2018,1,2,44,3297,103,93
3/15/2018,1,2,52,2920,103,95
3/16/2018,1,2,58,3414,109,97
3/17/2018,1,2,46,2721,104,91
3/18/2018,1,2,37,3371,108,99
3/19/2018,1,2,48,3284,101,96
3/20/2018,1,2,43,2547,102,97
3/21/2018,1,2,43,2731,108,94
3/22/2018,1,2,30,2991,102,92
3/23/2018,1,2,51,3209,110,93
3/24/2018,1,2,40,2628,105,92
3/25/2018,1,2,34,2878,106,97
3/26/2018,1,2,27,3068,108,92
3/27/2018,1,2,33,2983,106,92
3/28/2018,1,2,38,3293,106,97
3/29/2018,1,2,45,2685,109,97
3/30/2018,1,2,51,3137,103,99
3/31/2018,1,2,44,3417,108,99
4/1/2018,1,2,40,3125,110,91
4/2/2018,1,2,44,2760,102,94
4/3/2018,1,2,40,2960,104,95
4/4/2018,1,2,53,3240,104,92
4/5/2018,1,2,45,3177,106,94
4/6/2018,1,2,46,3031,101,95
4/7/2018,1,2,57,2685,103,91
4/8/2018,1,2,44,2791,107,98
4/9/2018,1,2,31,3251,105,91
4/10/2018,1,2,49,3422,108,91
4/11/2018,1,2,41,3000,104,91
4/12/2018,1,2,53,2527,110,92
4/13/2018,1,2,50,3407,103,95
4/14/2018,1,2,53,2740,103,98
4/15/2018,1,2,28,3071,110,92
4/16/2018,1,2,45,2815,108,91
4/17/2018,1,2,45,2723,110,98
4/18/2018,1,2,45,2703,109,92
4/19/2018,1,2,58,3271,102,92
4/20/2018,1,2,26,2700,102,92
4/21/2018,1,2,48,2535,108,96
4/22/2018,1,2,27,2700,110,92
4/23/2018,1,2,38,3498,102,99
4/24/2018,1,2,40,3401,102,97
4/25/2018,1,2,51,2925,109,96
4/26/2018,1,2,48,3245,104,94
4/27/2018,1,2,42,3488,103,99
4/28/2018,1,2,53,3475,105,91
4/29/2018,1,2,36,3388,102,97
4/30/2018,1,2,40,2737,110,99
5/1/2018,1,2,51,2880,101,98
5/2/2018,1,2,54,2757,104,94
5/3/2018,1,2,49,2706,109,94
5/4/2018,1,2,49,3173,110,96
5/5/2018,1,2,60,2680,108,94
5/6/2018,1,2,38,2554,110,99
5/7/2018,1,2,43,3010,102,99
5/8/2018,1,2,45,3156,104,96
5/9/2018,1,2,46,2983,104,94
5/10/2018,1,2,58,2870,107,98
5/11/2018,1,2,63,3235,103,92
5/12/2018,1,2,53,2926,108,94
5/13/2018,1,2,49,3406,107,97
5/14/2018,1,2,35,3416,103,91
5/15/2018,1,2,43,3499,108,91
5/16/2018,1,2,49,2794,103,92
5/17/2018,1,2,45,2804,105,98
5/18/2018,1,2,53,3243,108,93
5/19/2018,1,2,53,2565,106,94
5/20/2018,1,2,38,2553,104,98
5/21/2018,1,2,53,3324,106,95
5/22/2018,1,2,38,3285,110,98
5/23/2018,1,2,69,3226,103,96
5/24/2018,1,2,48,3123,106,91
5/25/2018,1,2,45,3437,104,98
5/26/2018,1,2,64,3061,107,98
5/27/2018,1,2,38,2517,104,96
5/28/2018,1,2,48,2694,109,94
5/29/2018,1,2,44,2810,102,99
5/30/2018,1,2,48,2509,109,91
5/31/2018,1,2,58,2728,104,91
6/1/2018,1,2,55,3221,107,92
6/2/2018,1,2,51,3051,102,97
6/3/2018,1,2,43,2865,108,96
6/4/2018,1,2,41,2960,102,93
6/5/2018,1,2,67,2795,102,95
6/6/2018,1,2,43,2761,105,98
6/7/2018,1,2,69,3366,109,93
6/8/2018,1,2,52,3114,108,91
6/9/2018,1,2,65,2573,108,92
6/10/2018,1,2,48,2755,109,94
6/11/2018,1,2,49,3143,107,94
6/12/2018,1,2,56,2937,110,91
6/13/2018,1,2,57,3090,103,96
6/14/2018,1,2,58,2669,103,92
6/15/2018,1,2,52,3421,109,93
6/16/2018,1,2,52,2981,109,95
6/17/2018,1,2,55,2895,108,98
6/18/2018,1,2,45,3135,109,94
6/19/2018,1,2,48,2636,109,96
6/20/2018,1,2,44,3132,107,92
6/21/2018,1,2,47,2837,107,93
6/22/2018,1,2,60,2855,101,92
6/23/2018,1,2,55,3265,105,99
6/24/2018,1,2,60,3232,109,97
6/25/2018,1,2,50,2516,101,93
6/26/2018,1,2,69,2937,103,92
6/27/2018,1,2,64,3345,109,91
6/28/2018,1,2,71,3353,106,93
6/29/2018,1,2,56,3141,109,91
6/30/2018,1,2,61,3241,109,94
7/1/2018,1,2,46,2672,103,91
7/2/2018,1,2,48,2911,105,94
7/3/2018,1,2,57,3145,105,94
7/4/2018,1,2,50,2522,106,98
7/5/2018,1,2,58,2717,105,95
7/6/2018,1,2,73,2699,103,99
7/7/2018,1,2,52,2916,102,95
7/8/2018,1,2,47,3233,104,96
7/9/2018,1,2,49,3438,105,97
7/10/2018,1,2,56,2870,104,94
7/11/2018,1,2,54,3038,101,92
7/12/2018,1,2,46,2784,104,96
7/13/2018,1,2,62,2917,108,98
7/14/2018,1,2,82,2671,110,97
7/15/2018,1,2,39,3167,108,97
7/16/2018,1,2,57,3327,102,93
7/17/2018,1,2,55,2638,106,92
7/18/2018,1,2,58,3099,108,98
7/19/2018,1,2,57,3001,110,91
7/20/2018,1,2,78,3001,108,92
7/21/2018,1,2,62,2809,106,94
7/22/2018,1,2,45,2668,104,98
7/23/2018,1,2,51,3386,104,98
7/24/2018,1,2,47,3300,108,97
7/25/2018,1,2,57,3094,104,95
7/26/2018,1,2,68,3393,110,99
7/27/2018,1,2,67,2856,102,92
7/28/2018,1,2,74,2762,108,96
7/29/2018,1,2,40,2586,110,94
7/30/2018,1,2,60,2675,107,95
7/31/2018,1,2,48,3481,108,98
8/1/2018,1,2,53,3106,107,95
8/2/2018,1,2,53,3425,110,95
8/3/2018,1,2,62,3175,108,93
8/4/2018,1,2,55,2742,104,95
8/5/2018,1,2,47,3288,105,98
8/6/2018,1,2,60,2897,105,97
8/7/2018,1,2,41,3018,104,97
8/8/2018,1,2,54,2967,107,97
8/9/2018,1,2,69,3237,103,93
8/10/2018,1,2,53,2870,108,92
8/11/2018,1,2,64,2594,105,98
8/12/2018,1,2,36,3166,101,93
8/13/2018,1,2,42,3078,104,91
8/14/2018,1,2,40,2861,107,91
8/15/2018,1,2,45,2552,110,92
8/16/2018,1,2,47,2568,103,99
8/17/2018,1,2,60,3012,106,94
8/18/2018,1,2,60,2542,110,99
8/19/2018,1,2,39,2693,103,93
8/20/2018,1,2,48,3128,105,93
8/21/2018,1,2,52,3461,110,97
8/22/2018,1,2,44,2654,109,92
8/23/2018,1,2,44,3460,110,99
8/24/2018,1,2,64,3093,104,91
8/25/2018,1,2,54,3357,107,92
8/26/2018,1,2,37,3445,101,97
8/27/2018,1,2,55,3353,107,99
8/28/2018,1,2,49,2780,109,92
8/29/2018,1,2,48,2527,103,98
8/30/2018,1,2,56,2743,102,94
8/31/2018,1,2,60,3243,107,92
9/1/2018,1,2,42,2902,102,93
9/2/2018,1,2,38,3220,104,95
9/3/2018,1,2,45,3201,106,95
9/4/2018,1,2,42,2995,106,91
9/5/2018,1,2,45,2842,103,96
9/6/2018,1,2,43,2878,109,92
9/7/2018,1,2,60,2781,106,91
9/8/2018,1,2,44,3308,106,94
9/9/2018,1,2,36,2632,110,91
9/10/2018,1,2,40,3067,109,95
9/11/2018,1,2,47,3320,108,92
9/12/2018,1,2,59,3169,110,92
9/13/2018,1,2,50,2871,109,92
9/14/2018,1,2,44,3416,101,98
9/15/2018,1,2,46,3139,109,95
9/16/2018,1,2,34,2693,105,97
9/17/2018,1,2,43,2530,108,95
9/18/2018,1,2,47,2543,103,96
9/19/2018,1,2,47,2992,102,92
9/20/2018,1,2,44,3024,102,94
9/21/2018,1,2,56,2660,101,93
9/22/2018,1,2,60,2591,108,97
9/23/2018,1,2,39,3335,101,91
9/24/2018,1,2,40,3101,105,95
9/25/2018,1,2,39,3147,105,94
9/26/2018,1,2,47,2883,110,92
9/27/2018,1,2,54,3183,106,92
9/28/2018,1,2,44,3082,106,91
9/29/2018,1,2,56,3084,110,95
9/30/2018,1,2,22,3012,105,91
10/1/2018,1,2,36,3077,107,96
10/2/2018,1,2,44,2705,107,98
10/3/2018,1,2,31,2799,109,98
10/4/2018,1,2,38,2736,101,96
10/5/2018,1,2,52,2769,108,96
10/6/2018,1,2,42,3450,106,93
10/7/2018,1,2,40,3022,106,93
10/8/2018,1,2,30,3176,106,97
10/9/2018,1,2,45,2544,110,93
10/10/2018,1,2,58,3041,110,93
10/11/2018,1,2,45,2621,108,92
10/12/2018,1,2,43,2668,106,91
10/13/2018,1,2,53,3032,105,99
10/14/2018,1,2,44,3310,107,96
10/15/2018,1,2,32,2745,105,96
10/16/2018,1,2,40,2977,103,92
10/17/2018,1,2,51,3139,108,98
10/18/2018,1,2,38,2962,110,92
10/19/2018,1,2,46,3209,106,96
10/20/2018,1,2,57,3215,109,97
10/21/2018,1,2,33,2797,103,91
10/22/2018,1,2,49,2987,104,97
10/23/2018,1,2,45,3480,106,94
10/24/2018,1,2,43,3416,102,98
10/25/2018,1,2,32,2941,106,91
10/26/2018,1,2,52,2607,109,97
10/27/2018,1,2,54,2737,102,91
10/28/2018,1,2,38,3281,101,94
10/29/2018,1,2,34,3080,105,96
10/30/2018,1,2,41,3396,110,95
10/31/2018,1,2,44,3239,109,91
11/1/2018,1,2,51,2553,104,97
11/2/2018,1,2,50,2636,104,93
11/3/2018,1,2,52,3378,108,99
11/4/2018,1,2,32,2662,104,93
11/5/2018,1,2,40,3289,107,99
11/6/2018,1,2,41,3115,102,96
11/7/2018,1,2,47,3005,105,91
11/8/2018,1,2,43,3384,102,99
11/9/2018,1,2,53,2544,105,93
11/10/2018,1,2,68,3397,103,95
11/11/2018,1,2,40,3182,106,96
11/12/2018,1,2,41,2928,103,92
11/13/2018,1,2,40,2751,103,97
11/14/2018,1,2,53,3491,101,93
11/15/2018,1,2,60,3421,104,92
11/16/2018,1,2,54,3079,101,93
11/17/2018,1,2,46,2683,104,93
11/18/2018,1,2,24,2599,103,96
11/19/2018,1,2,47,3412,107,97
11/20/2018,1,2,40,2773,107,91
11/21/2018,1,2,46,2523,110,96
11/22/2018,1,2,53,3018,102,97
11/23/2018,1,2,49,2898,102,92
11/24/2018,1,2,63,2659,110,99
11/25/2018,1,2,30,2637,101,98
